Restaurant,Category,SubCategory,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Carbohydrates (g),Fiber (g),Sugars (g),Protein (g)
Chick-fil-a,Dessert,Shake,Chocolate Milkshake Small,600,210,23,14,0,75,410,90,1,86,13
Chick-fil-a,Dessert,Shake,Cookies & Cream Milkshake Large,700,290,33,17,0,95,550,100,1,94,17
Chick-fil-a,Dessert,Shake,Cookies & Cream Milkshake Small,570,230,26,14,0,75,430,81,1,77,14
Chick-fil-a,Salad,Salad,Asian Salad,330,117,13,2.5,0,70,1090,24,5,11,29
Chick-fil-a,Salad,Salad,Cobb Salad,430,198,22,7,0,145,1370,22,5,6,39
Chick-fil-a,Salad,Salad,Grilled Market Salad,200,45,5,2,0,65,570,17,4,8,23
Chick-fil-a,Salad,Salad,Chicken Salad Cup,360,216,24,4.5,0,125,1120,7,2,5,28
Chick-fil-a,Salad,Salad,Side Salad,70,40,5,3,0,15,110,5,2,2,5
Chick-fil-a,Sandwich,Chicken,Chargrilled Chicken Club Sandwich,410,110,12,5,0,80,1370,37,3,10,37
Chick-fil-a,Sandwich,Chicken,Chargrilled Chicken Sandwich,290,35,4,1,0,55,1030,36,3,9,29
Chick-fil-a,Sandwich,Chicken,Chicken Deluxe,490,190,22,6,0,70,1660,41,3,8,33
Chick-fil-a,Sandwich,Chicken,Chicken Salad Sandwich,490,170,19,3,0,80,1130,55,5,12,28
Chick-fil-a,Sandwich,Chicken,Chicken Sandwich,430,150,17,4,0,60,1410,38,3,6,30
Chick-fil-a,Sandwich,Chicken,Spicy Chicken Sandwich,480,180,20,5,0,65,1660,44,3,6,31
Chick-fil-a,Sandwich,Chicken,Spicy Deluxe,570,240,27,8,0,80,1810,46,4,8,36
Chick-fil-a,Sandwich,Chicken,Chargrilled Chicken Cool Wrap,410,110,12,4,0,55,1290,50,9,8,33
Chick-fil-a,Side,Cole Slaw,Cole Slaw,360,280,31,5,0,20,280,19,3,16,2
Chick-fil-a,Side,Fries,Kids Waffle Potato Fries,310,144,16,2.5,0,0,140,37,3,0,3
Chick-fil-a,Side,Fries,Waffle Fries (small),270,130,14,2,0,0,125,32,3,0,3
Chick-fil-a,Side,Fruit,Buddy Fruits Cinnamon Apple Sauce,60,0,0,0,0,0,10,15,1,14,0
Chick-fil-a,Side,Fruit,Kids Fruit Cup,45,0,0,0,0,0,0,12,2,10,0
Chick-fil-a,Side,Fruit,Fruit Cup,70,0,0,0,0,0,0,17,2,14,1
Chick-fil-a,Side,Other,Yogurt Parfait with Harvest Nut Granola,290,50,6,2,0,10,85,53,1,39,7
Chick-fil-a,Side,Soup,Chicken Tortilla Soup Large,550,117,13,5,0,95,2080,62,33,7,47
Chick-fil-a,Side,Soup,Chicken Tortilla Soup Medium,260,54,6,2.5,0,45,960,29,15,3,22
Chick-fil-a,Side,Soup,Hearty Breast of Chicken Soup,140,35,4,1,0,25,1110,19,2,3,7
Chick-fil-a,Side,Vegetable,Kale Superfood Side Large,170,72,8,1,0,0,190,23,2,16,4
Chick-fil-a,Side,Vegetable,Kale Superfood Side Small,140,63,7,1,0,0,150,16,2,11,3
In-N-Out,Beverage,Iced Tea,Iced Tea,0,0,0,0,0,0,0,0,0,0,0
In-N-Out,Beverage,Juice,Lemonade,179,0,0,0,0,0,20,40,0,38,0
In-N-Out,Beverage,Juice,Minute Maid Light Lemonade,8,0,0,0,0,0,7,1,0,0,0
In-N-Out,Beverage,Milk,Milk,180,50,6,4,0,30,190,18,0,18,12
In-N-Out,Beverage,Shake,Chocolate Shake,590,260,29,19,1,15,320,72,0,65,10
In-N-Out,Beverage,Shake,Strawberry Shake,590,240,27,18,1,15,270,81,0,67,8
In-N-Out,Beverage,Shake,Vanilla Shake,580,280,31,20,1,20,300,67,0,57,10
In-N-Out,Beverage,Soda,7UP,200,0,0,0,0,0,60,54,0,54,0
In-N-Out,Beverage,Soda,Coca-Cola,195,0,0,0,0,0,12,54,0,54,0
In-N-Out,Beverage,Soda,Coffee,5,0,0,0,0,0,10,0,0,0,1
In-N-Out,Beverage,Soda,Diet Coke,0,0,0,0,0,0,20,0,0,0,0
In-N-Out,Beverage,Soda,Dr Pepper,200,0,0,0,0,0,60,52,0,52,0
In-N-Out,Beverage,Soda,Root Beer,219,0,0,0,0,0,48,60,0,60,0
In-N-Out,Sandwich,Burger,Cheeseburger Protein Style,330,220,25,9,0,60,720,11,3,7,18
In-N-Out,Sandwich,Burger,Cheeseburger w/ Mustard & Ketchup,400,160,18,9,0.5,60,1080,41,3,10,22
In-N-Out,Sandwich,Burger,Cheeseburger w/ Spread,480,240,27,10,0.5,60,1000,39,3,19,22
In-N-Out,Sandwich,Burger,Double-Double Protein Style,520,350,39,17,1,120,1160,11,3,7,33
In-N-Out,Sandwich,Burger,Double-Double w/ Mustard & Ketchup,590,290,32,17,1,115,1520,41,3,10,37
In-N-Out,Sandwich,Burger,Double-Double w/ Spread,670,370,41,18,1,120,1440,39,3,10,37
In-N-Out,Sandwich,Burger,Hamburger Protein Style,240,150,17,4,0,40,370,11,3,7,13
In-N-Out,Sandwich,Burger,Hamburger w/ Mustard & Ketchup,310,90,10,4,0,35,730,41,3,10,16
In-N-Out,Sandwich,Burger,Hamburger w/ Spread,390,170,19,5,0,40,650,39,3,10,16
In-N-Out,Side,Fries,French Fries,395,160,18,5,0,0,245,54,2,0,7
Jack in the Box,Beverage,Coffe,Iced Coffee Caramel,160,30,3,2,0,15,100,28,0,26,7
Jack in the Box,Beverage,Coffe,Iced Coffee Original,170,30,3,2,0,15,100,29,0,28,7
Jack in the Box,Beverage,Coffe,Iced Coffee Vanilla,170,30,0,2,0,15,100,30,0,28,7
Jack in the Box,Beverage,Coffe,Kona Classic® Coffee Large,10,0,0,0,0,0,10,2,0,0,0
Jack in the Box,Beverage,Coffe,Kona Classic® Coffee Small,5,0,0,0,0,0,5,1,0,0,0
Jack in the Box,Beverage,Coffe,Kona Classic® Decaf Coffee Large,10,0,0,0,0,0,10,2,0,0,0
Jack in the Box,Beverage,Coffe,Kona Classic® Decaf Coffee Small,5,0,0,0,0,0,5,1,0,0,0
Jack in the Box,Beverage,Iced Tea,"Flavored Iced Tea, Mango 24 fl oz.",80,0,0,0,0,0,15,21,0,19,0
Jack in the Box,Beverage,Iced Tea,"Flavored Iced Tea, Peach 24 fl oz.",80,0,0,0,0,0,10,20,0,18,0
Jack in the Box,Beverage,Iced Tea,"Flavored Iced Tea, Raspberry 24 fl oz.",80,0,0,0,0,0,15,21,0,19,0
Jack in the Box,Beverage,Iced Tea,Gold Peak® Fresh Brewed Iced Tea Large,5,0,0,0,0,0,15,2,0,0,0
Jack in the Box,Beverage,Iced Tea,Gold Peak® Fresh Brewed Iced Tea Medium,5,0,0,0,0,0,10,1,0,0,0
Jack in the Box,Beverage,Iced Tea,Gold Peak® Fresh Brewed Iced Tea Small,5,0,0,0,0,0,10,1,0,0,0
Jack in the Box,Beverage,Iced Tea,Gold Peak® Fresh Brewed Iced Tea Value,0,0,0,0,0,0,0,0,0,0,0
Jack in the Box,Beverage,Juice,Hi-C® Fruit Punch Large,580,0,3,0,0,0,25,155,0,151,1
Jack in the Box,Beverage,Juice,Hi-C® Fruit Punch Medium,420,0,0,0,0,0,20,113,0,110,1
Jack in the Box,Beverage,Juice,Hi-C® Fruit Punch Small,260,0,0,0,0,0,0,71,0,69,0
Jack in the Box,Beverage,Juice,Hi-C® Fruit Punch Value,160,0,0,0,0,0,5,42,0,41,0
Jack in the Box,Beverage,Juice,Minute Maid® Lemonade Large,490,0,0,0,0,0,200,125,0,125,0
Jack in the Box,Beverage,Juice,Minute Maid® Lemonade Medium,350,0,0,0,0,0,150,91,0,91,0
Jack in the Box,Beverage,Juice,Minute Maid® Lemonade Small,220,0,0,0,0,0,90,57,0,57,0
Jack in the Box,Beverage,Juice,Minute Maid® Lemonade Value,130,0,0,0,0,0,55,34,0,34,0
Jack in the Box,Beverage,Juice,Minute Maid® Orange Juice 10 fl oz.,140,0,0,0,0,0,20,33,0,30,2
Jack in the Box,Beverage,Milk,Reduced Fat Milk Chug 2%,120,40,5,2.5,0,25,120,12,0,12,9
Jack in the Box,Beverage,Shake,Mango Smoothie Large,450,0,0,0,0,5,105,114,,91,3
Jack in the Box,Beverage,Shake,Mango Smoothie Small,290,0,0,0,0,0,75,72,,57,2
Jack in the Box,Beverage,Shake,Strawberry Banana Smoothie Large,440,0,0,0,0,5,100,108,2,85,3
Jack in the Box,Beverage,Shake,Strawberry Banana Smoothie Small,290,0,0,0,0,0,70,73,1,57,2
Jack in the Box,Beverage,Shake,Strawberry Smoothie Large,400,0,0,0,0,5,100,99,2,77,3
Jack in the Box,Beverage,Shake,Strawberry Smoothie Small,270,0,0,0,0,0,70,67,1,51,2
Jack in the Box,Beverage,Shake,Chocolate Shake w/ Whipped Topping Large,1150,490,55,37,2.5,185,440,146,2,128,19
Jack in the Box,Beverage,Shake,Chocolate Shake w/ Whipped Topping Small,800,350,38,26,1.5,125,300,101,1,88,13
Jack in the Box,Beverage,Shake,Oreo® Cookie Shake w/ Whipped Topping Large,1170,550,61,38,2.5,185,560,134,2,105,19
Jack in the Box,Beverage,Shake,Oreo® Cookie Shake w/ Whipped Topping Small,810,380,43,27,1.5,125,380,92,1,73,13
Jack in the Box,Beverage,Shake,Strawberry Shake w/ Whipped Topping Large,1120,480,54,36,2.5,185,380,138,1,116,17
Jack in the Box,Beverage,Shake,Strawberry Shake w/ Whipped Topping Small,780,340,38,26,1.5,125,260,95,0,80,12
Jack in the Box,Beverage,Shake,Vanilla Shake w/ Whipped Topping Large,1000,480,54,36,2.5,185,360,109,1,91,17
Jack in the Box,Beverage,Shake,Vanilla Shake w/ Whipped Topping Small,700,340,38,26,1.5,125,250,76,0,63,12
Jack in the Box,Beverage,Soda,Barq's® Root Beer Large,550,0,0,0,0,0,110,150,0,150,0
Jack in the Box,Beverage,Soda,Barq's® Root Beer Medium,400,0,0,0,0,0,80,109,0,109,0
Jack in the Box,Beverage,Soda,Barq's® Root Beer Small,250,0,0,0,0,0,50,68,0,68,0
Jack in the Box,Beverage,Soda,Barq's® Root Beer Value,150,0,0,0,0,0,30,41,0,41,0
Jack in the Box,Beverage,Soda,Bottled Water,0,0,0,0,0,0,0,0,0,0,0
Jack in the Box,Beverage,Soda,Chocolate Lowfat Milk Chug,180,20,3,1.5,0,5,200,30,0,29,10
Jack in the Box,Beverage,Soda,Coca-Cola Classic® Large,500,0,0,0,0,0,10,137,0,137,0
Jack in the Box,Beverage,Soda,Coca-Cola Classic® Medium,360,0,0,0,0,0,10,100,0,100,0
Jack in the Box,Beverage,Soda,Coca-Cola Classic® Small,230,0,0,0,0,0,5,62,0,62,0
Jack in the Box,Beverage,Soda,Coca-Cola Classic® Value,140,0,0,0,0,0,0,37,0,37,0
Jack in the Box,Beverage,Soda,Diet Coke® Large,5,0,0,0,0,0,50,0,0,0,0
Jack in the Box,Beverage,Soda,Diet Coke® Medium,5,0,0,0,0,0,35,0,0,0,0
Jack in the Box,Beverage,Soda,Diet Coke® Small,0,0,0,0,0,0,25,0,0,0,0
Jack in the Box,Beverage,Soda,Diet Coke® Value,0,0,0,0,0,0,15,0,0,0,0
Jack in the Box,Beverage,Soda,Diet Dr Pepper® Large,0,0,0,0,0,0,180,0,0,0,0
Jack in the Box,Beverage,Soda,Diet Dr Pepper® Medium,0,0,0,0,0,0,130,0,0,0,0
Jack in the Box,Beverage,Soda,Diet Dr Pepper® Small,0,0,0,0,0,0,80,0,0,0,0
Jack in the Box,Beverage,Soda,Diet Dr Pepper® Value,0,0,0,0,0,0,50,0,0,0,0
Jack in the Box,Beverage,Soda,Dr Pepper® Large,500,0,0,0,0,0,190,137,0,125,0
Jack in the Box,Beverage,Soda,Dr Pepper® Medium,360,0,0,0,0,0,135,100,0,91,0
Jack in the Box,Beverage,Soda,Dr Pepper® Small,230,0,0,0,0,0,85,62,0,57,0
Jack in the Box,Beverage,Soda,Dr Pepper® Value,140,0,0,0,0,0,50,37,0,34,0
Jack in the Box,Beverage,Soda,Fanta® Orange Large,450,0,0,0,0,0,140,122,0,122,0
Jack in the Box,Beverage,Soda,Fanta® Orange Medium,330,0,0,0,0,0,105,89,0,89,0
Jack in the Box,Beverage,Soda,Fanta® Orange Small,210,0,0,0,0,0,65,55,0,55,0
Jack in the Box,Beverage,Soda,Fanta® Orange Value,120,0,0,0,0,0,40,33,0,33,0
Jack in the Box,Beverage,Soda,Fanta® Strawberry Large,450,0,0,0,0,0,35,122,0,122,0
Jack in the Box,Beverage,Soda,Fanta® Strawberry Medium,330,0,0,0,0,0,25,89,0,89,0
Jack in the Box,Beverage,Soda,Fanta® Strawberry Small,210,0,0,0,0,0,15,56,0,56,0
Jack in the Box,Beverage,Soda,Fanta® Strawberry Value,120,0,0,0,0,0,10,33,0,33,0
Jack in the Box,Beverage,Soda,Sprite® Large,490,0,0,0,0,0,110,125,0,125,0
Jack in the Box,Beverage,Soda,Sprite® Medium,350,0,0,0,0,0,80,91,0,91,0
Jack in the Box,Beverage,Soda,Sprite® Small,220,0,0,0,0,0,50,57,0,57,0
Jack in the Box,Beverage,Soda,Sprite® Value,130,0,0,0,0,0,30,34,0,34,0
Jack in the Box,Breakfast,Meal,"Jumbo Breakfast Platter, Bacon",660,330,37,8,0,420,1300,55,3,7,25
Jack in the Box,Breakfast,Meal,"Jumbo Breakfast Platter, Sausage",750,430,47,11,0.5,440,1170,56,4,7,25
Jack in the Box,Breakfast,Pancake,Mini Pancakes,140,15,2,0,0,0,350,28,1,6,4
Jack in the Box,Breakfast,Potatoe,Hash Brown Plank,190,110,13,1,0,0,350,17,2,0,2
Jack in the Box,Breakfast,Sandwich,Bacon Breakfast Jack®,310,120,14,5,0,240,790,30,1,4,17
Jack in the Box,Breakfast,Sandwich,"Bacon, Egg & Cheese Biscuit",430,220,25,11,0,245,1060,35,2,1,16
Jack in the Box,Breakfast,Sandwich,"Biscuit, A La Carte",260,120,14,7,0,0,690,25,2,2,5
Jack in the Box,Breakfast,Sandwich,Breakfast Jack®,280,100,11,4.5,0,240,780,30,1,4,16
Jack in the Box,Breakfast,Sandwich,Extreme Sausage® Sandwich,660,420,47,17,1.5,310,1360,32,2,5,29
Jack in the Box,Breakfast,Sandwich,Grande Sausage Breakfast Burrito w/ Salsa,1040,630,70,20,0.5,390,2130,68,5,5,36
Jack in the Box,Breakfast,Sandwich,Grande Sausage Breakfast Burrito w/o Salsa,1040,630,70,20,0.5,390,2010,67,4,4,35
Jack in the Box,Breakfast,Sandwich,Grilled Breakfast Sandwich,620,260,29,10,0,490,1810,53,4,4,36
Jack in the Box,Breakfast,Sandwich,Loaded Breakfast Sandwich,710,420,47,16,0,515,1690,36,2,4,36
Jack in the Box,Breakfast,Sandwich,Meat Lovers Breakfast Burrito w/ Salsa,790,450,50,21,0.5,410,1710,50,3,4,39
Jack in the Box,Breakfast,Sandwich,Meat Lovers Breakfast Burrito w/o Salsa,780,450,50,21,0.5,410,1590,48,2,3,39
Jack in the Box,Breakfast,Sandwich,Sausage Biscuit,460,270,30,12,0.5,35,860,35,2,1,12
Jack in the Box,Breakfast,Sandwich,Sausage Breakfast Jack®,440,240,27,9,1,265,870,31,1,4,20
Jack in the Box,Breakfast,Sandwich,Sausage Croissant,570,360,40,16,1,275,780,32,2,3,20
Jack in the Box,Breakfast,Sandwich,"Sausage, Egg & Cheese Biscuit",570,340,38,15,1,270,1140,36,2,2,19
Jack in the Box,Breakfast,Sandwich,Sourdough Breakfast Sandwich,410,190,21,8,0,250,1010,35,2,4,20
Jack in the Box,Breakfast,Sandwich,Spicy Chicken Biscuit,550,260,29,9,0,50,1110,44,2,3,25
Jack in the Box,Breakfast,Sandwich,Supreme Croissant,450,240,27,12,0.5,260,890,32,2,4,19
Jack in the Box,Breakfast,Sandwich,Ultimate Breakfast Sandwich,520,220,25,10,0,490,1590,42,2,5,33
Jack in the Box,Chicken,Chicken,Jack's Spicy Chicken® no Cheese,530,180,20,3,0,55,820,61,3,6,28
Jack in the Box,Chicken,Chicken,Jack's Spicy Chicken® w/ Cheese,600,230,25,7,0,70,1110,62,3,7,32
Jack in the Box,Chicken,Meal,Spicy Nacho Chicken Munchie Meal,1790,720,80,14,1,80,3260,224,13,78,48
Jack in the Box,Chicken,Nuggets,Chicken Nuggets 10 Piece,480,300,33,4.5,0,50,1210,26,2,0,19
Jack in the Box,Chicken,Nuggets,Chicken Nuggets 20 Piece,950,600,66,9,0,105,2420,51,4,1,38
Jack in the Box,Chicken,Nuggets,Chicken Nuggets 5 Piece,240,150,17,2,0,25,600,13,1,0,9
Jack in the Box,Chicken,Nuggets,Loaded Nuggets,760,500,56,11,0.5,85,2030,32,2,2,30
Jack in the Box,Chicken,Tender,Chicken Strips Crispy,560,220,24,3,0,60,1580,53,3,0,33
Jack in the Box,Chicken,Tender,Chicken Strips Grilled,250,60,7,1.5,0,115,1070,5,0,3,43
Jack in the Box,Condiment,Bread,Gourmet Seasoned Croutons,50,25,3,0.5,0,0,150,9,0,0,1
Jack in the Box,Condiment,Butter,Pride Margarine Spread,20,20,3,0.5,0,0,45,0,0,0,0
Jack in the Box,Condiment,Dressing,Malt Vinegar (Seasonal),0,0,0,0,0,0,20,0,0,0,0
Jack in the Box,Condiment,Dressing,Bacon Ranch Dressing,220,210,23,3.5,0,25,570,3,0,1,1
Jack in the Box,Condiment,Dressing,Creamy Southwest Dressing,190,170,19,3,0,20,740,3,0,1,1
Jack in the Box,Condiment,Dressing,Lite Ranch Dressing,130,120,13,2,0,20,490,2,0,1,1
Jack in the Box,Condiment,Dressing,Low-Fat Balsamic Vinaigrette,25,10,2,0,0,0,360,3,0,2,0
Jack in the Box,Condiment,Jame,Grape Jelly,35,0,0,0,0,0,10,9,0,9,0
Jack in the Box,Condiment,Jame,Strawberry Jam,35,0,0,0,0,0,5,9,0,8,0
Jack in the Box,Condiment,Salt,Spicy Corn Sticks,60,25,3,0,0,0,60,7,0,0,1
Jack in the Box,Condiment,Sauce,Barbecue Dipping Sauce,40,0,0,0,0,0,360,10,0,9,0
Jack in the Box,Condiment,Sauce,Buttermilk House Dipping Sauce,130,110,13,2,0,10,210,3,0,0,0
Jack in the Box,Condiment,Sauce,Frank's® RedHot® Buffalo Dipping Sauce,10,0,0,0,0,0,840,2,0,0,0
Jack in the Box,Condiment,Sauce,Honey Mustard Dipping Sauce,60,15,2,0,0,0,220,11,0,9,0
Jack in the Box,Condiment,Sauce,Sweet & Sour Dipping Sauce,45,0,0,0,0,0,160,11,0,6,0
Jack in the Box,Condiment,Sauce,Tartar Sauce (Seasonal),150,150,16,2.5,0,15,250,2,0,1,0
Jack in the Box,Condiment,Sauce,Teriyaki Dipping Sauce,60,10,1,0,0,0,530,11,0,10,1
Jack in the Box,Condiment,Sauce,Ketchup,10,0,0,0,0,0,85,3,0,2,0
Jack in the Box,Condiment,Sauce,Mayonnaise,80,80,9,1.5,0,5,40,0,0,0,0
Jack in the Box,Condiment,Sauce,Mustard,5,0,0,0,0,0,50,1,0,0,0
Jack in the Box,Condiment,Sauce,Sour Cream,60,45,5,3,0,15,25,2,0,1,1
Jack in the Box,Condiment,Sauce,Soy Sauce,5,0,0,0,0,0,480,1,0,0,1
Jack in the Box,Condiment,Sauce,Taco Sauce,0,0,0,0,0,0,80,0,0,0,0
Jack in the Box,Condiment,Sauce,Chipotle Sauce (0.70 oz.),110,100,12,2,0,10,230,1,0,1,0
Jack in the Box,Condiment,Sauce,Creamy Italian Sauce (0.44 oz.),70,60,7,1,0,5,135,1,0,0,0
Jack in the Box,Condiment,Sauce,Creamy Ranch Sauce (0.53 oz.),80,80,9,1.5,0,10,160,1,0,1,0
Jack in the Box,Condiment,Sauce,Ketchup (0.57 oz.),20,0,0,0,0,0,150,5,0,4,0
Jack in the Box,Condiment,Sauce,Mayo-Onion Sauce (0.27 oz.),45,45,5,1,0,5,50,0,0,0,0
Jack in the Box,Condiment,Sauce,Mustard (0.23 oz.),5,0,0,0,0,0,75,0,0,0,0
Jack in the Box,Condiment,Sauce,Peppercorn Mayo Sauce (1.00 oz.),190,180,20,3.5,0,15,250,1,0,0,0
Jack in the Box,Condiment,Sauce,Sun Dried Tomato Sauce (0.57 oz.),70,70,8,1,0,10,160,1,0,1,0
Jack in the Box,Condiment,Syrup,Log Cabin® Syrup,190,0,0,0,0,0,35,49,0,18,0
Jack in the Box,Condiment,Vegetable,Fire Roasted Salsa,5,0,0,0,0,0,105,1,0,1,0
Jack in the Box,Condiment,Vegetable,Fire Roasted Salsa,10,0,0,0,0,0,120,2,0,1,0
Jack in the Box,Condiment,Vegetable,Grilled Onions,10,0,0,0,0,0,0,2,0,1,0
Jack in the Box,Condiment,Vegetable,Red Onions,5,0,0,0,0,0,0,1,0,1,0
Jack in the Box,Dessert,Pastry,Chocolate Overload™ Cake,300,60,7,1.5,0,40,350,57,2,34,4
Jack in the Box,Dessert,Pastry,Mini Churros 10 Piece,690,330,37,7,0,10,550,84,4,25,7
Jack in the Box,Dessert,Pastry,Mini Churros 5 Piece,350,170,18,3.5,0,5,280,42,2,12,4
Jack in the Box,Dessert,Pastry,New York Style Cheesecake,310,150,17,9,0,25,260,32,1,22,7
Jack in the Box,Salad,Salad,Chicken Club Salad Crispy,510,250,28,9,0,65,1220,36,5,4,32
Jack in the Box,Salad,Salad,Chicken Club Salad Grilled,360,180,20,8,0,95,970,12,4,5,37
Jack in the Box,Salad,Salad,Grilled Chicken Salad,250,90,9,4,0,70,660,14,4,6,28
Jack in the Box,Salad,Salad,Southwest Chicken Salad Crispy,500,210,23,7,0,55,1260,52,8,5,29
Jack in the Box,Salad,Salad,Southwest Chicken Salad Grilled,350,140,15,6,0,85,1010,28,7,6,34
Jack in the Box,Salad,Salad,Side Salad,20,0,0,0,0,0,10,4,2,2,1
Jack in the Box,Sandwich,Burger,Bacon & Swiss Buttery Jack™,890,530,59,25,2,145,1350,48,3,11,42
Jack in the Box,Sandwich,Burger,Bacon Ultimate Cheeseburger™,910,500,56,24,3,165,2190,44,2,7,57
Jack in the Box,Sandwich,Burger,Big Cheeseburger,560,270,30,12,1.5,80,1170,43,2,6,29
Jack in the Box,Sandwich,Burger,Cheeseburger,320,130,14,6,1,35,820,32,1,6,16
Jack in the Box,Sandwich,Burger,Classic Buttery Jack™,820,470,52,23,1.5,130,1150,50,4,12,37
Jack in the Box,Sandwich,Burger,Double Jack,830,520,58,22,3,140,1130,34,2,7,46
Jack in the Box,Sandwich,Burger,Hamburger,280,100,11,4,0.5,25,680,32,1,5,14
Jack in the Box,Sandwich,Burger,Jack's Brewhouse Bacon Burger,804,513,57,17,1.4,104,1275,41,3,6,34
Jack in the Box,Sandwich,Burger,Jr. Bacon Cheeseburger,390,180,21,8,1,45,960,32,1,6,19
Jack in the Box,Sandwich,Burger,Jr. Jack w/ Cheese,370,170,19,7,1,40,810,33,2,6,16
Jack in the Box,Sandwich,Burger,Jr. Jack w/o Cheese,320,140,15,5,0.5,30,610,33,2,6,14
Jack in the Box,Sandwich,Burger,Jumbo Jack® w/ Cheese,570,270,30,13,1.5,80,1310,45,3,8,30
Jack in the Box,Sandwich,Burger,Jumbo Jack® w/o Cheese,490,210,23,8,1.5,60,910,44,3,7,26
Jack in the Box,Sandwich,Burger,Portobello Mushroom Buttery Jack,807,462,51,23,1.8,128,1081,51,4,12,38
Jack in the Box,Sandwich,Burger,Sourdough Jack®,660,360,41,15,1.5,90,1450,40,3,8,35
Jack in the Box,Sandwich,Burger,Spicy Sriracha Burger,680,400,45,14,1.5,90,1330,38,3,6,33
Jack in the Box,Sandwich,Burger,Triple Bacon Buttery Jack,902,535,59,24.8,1.8,143,1380,50,4,12,42
Jack in the Box,Sandwich,Burger,Ultimate Cheeseburger™,820,440,49,21,3,145,1780,44,2,7,50
Jack in the Box,Sandwich,Burger,Brunch Burger,870,530,59,20,2,310,1430,49,4,4,36
Jack in the Box,Sandwich,Chicken,Spicy Nacho Chicken Sandwich,750,340,37,7,0,55,1600,69,4,7,31
Jack in the Box,Sandwich,Chicken,Chicken Fajita Pita no Salsa,320,100,11,5,0,65,870,33,4,3,24
Jack in the Box,Sandwich,Chicken,Chicken Fajita Pita w/ Salsa,330,100,11,5,0,65,990,35,4,4,24
Jack in the Box,Sandwich,Chicken,Chicken Sandwich no Bacon,410,190,21,3.5,0,30,880,42,2,4,15
Jack in the Box,Sandwich,Chicken,Chicken Sandwich w/ Bacon,470,220,25,5,0,45,1160,42,2,4,21
Jack in the Box,Sandwich,Chicken,Homestyle Ranch Chicken Club,730,310,35,8,0,80,2010,65,3,8,39
Jack in the Box,Sandwich,Chicken,Sourdough Grilled Chicken Club,540,230,26,7,0,90,1490,38,3,6,39
Jack in the Box,Sandwich,Chicken,Exploding Cheesy Chicken Sandwich,760,410,45,14,1,75,1570,60,3,5,28
Jack in the Box,Sandwich,Chicken,Chicken Teriyaki Bowl,690,50,6,1,0,40,1470,133,5,36,27
Jack in the Box,Sandwich,Fish,Fish Sandwich (Seasonal),650,330,36,5,0,45,1250,61,3,6,19
Jack in the Box,Sandwich,Meal,Chick-N-Tater Melt Munchie Meal,2010,980,109,28,1.5,120,3470,220,13,76,44
Jack in the Box,Sandwich,Meal,Hella-Peño Burger Munchie Meal,1810,800,89,24,2.5,115,3830,210,12,78,50
Jack in the Box,Sandwich,Meal,Stacked Grilled Cheese Burger Munchie Meal,1890,840,94,27,2.5,130,3660,213,13,79,56
Jack in the Box,Sandwich,Sandwich,Stacked Grilled Cheese Sandwich,840,450,50,19,2,100,1970,57,4,8,38
Jack in the Box,Sandwich,Sandwich,"Grilled Sandwich, Deli Trio",620,260,29,10,0.5,75,2440,54,5,4,36
Jack in the Box,Sandwich,Sandwich,"Grilled Sandwich, Turkey, Bacon & Cheddar",660,280,31,11,0.5,95,2160,53,5,4,41
Jack in the Box,Sandwich,Taco,Beef Taco (1 Taco),190,100,11,3,0,15,320,17,2,3,6
Jack in the Box,Sandwich,Taco,Bacon Ranch Monster Taco,340,220,24,6,0.5,30,660,19,1,1,11
Jack in the Box,Sandwich,Taco,Nacho Monster Taco,330,200,22,6,0.5,15,930,23,2,2,9
Jack in the Box,Sandwich,Taco,Original Monster Taco,270,150,17,6,0.5,25,530,19,2,3,9
Jack in the Box,Side,Fries,Halfsies Fries,390,190,21,2,0,0,810,46,4,0,5
Jack in the Box,Side,Fries,French Fries Kids,220,90,10,1,0,0,410,30,2,0,2
Jack in the Box,Side,Fries,French Fries Large,610,250,28,2.5,0,0,1120,83,6,1,7
Jack in the Box,Side,Fries,French Fries Medium,450,190,21,2,0,0,820,61,4,1,5
Jack in the Box,Side,Fries,French Fries Small,330,140,15,1.5,0,0,610,45,3,0,4
Jack in the Box,Side,Fries,Seasoned Curly Fries Kids,200,100,11,1,0,0,440,21,2,0,2
Jack in the Box,Side,Fries,Seasoned Curly Fries Large,580,300,34,3,0,0,1280,63,5,0,7
Jack in the Box,Side,Fries,Seasoned Curly Fries Medium,430,220,25,2,0,0,940,46,4,0,5
Jack in the Box,Side,Fries,Seasoned Curly Fries Small,280,150,16,1.5,0,0,610,30,3,0,3
Jack in the Box,Side,Fruit,Chiquita® Apple Bites with Caramel,70,0,0,0,0,0,55,17,2,13,0
Jack in the Box,Side,Mozzarella Sticks,Mozzarella Cheese Sticks 3 Piece,280,150,16,6,0,25,590,22,2,0,12
Jack in the Box,Side,Mozzarella Sticks,Mozzarella Cheese Sticks 6 Piece,560,290,33,11,1,45,1190,43,3,1,24
Jack in the Box,Side,Onion Ring,Onion Rings,450,250,28,2,0,0,620,45,3,5,6
Jack in the Box,Side,Other,Egg Roll 1 Piece,150,70,7,1.5,0,5,320,15,2,2,5
